,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
90,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,3.5,,2018-07-29
131,zastupitelstvo hl. m. Prahy,Vít Šimral,Administrativa,Dlouhodobý úkol #9961: Stínové zástupcování,2.0,,2018-07-27
166,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,5.0,,2018-07-26
189,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,7.0,,2018-07-25
237,zastupitelstvo hl. m. Prahy,Vít Šimral,Administrativa,Dlouhodobý úkol #9961: Stínové zástupcování,4.5,,2018-07-24
266,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,3.5,,2018-07-23
341,zastupitelstvo hl. m. Prahy,Vít Šimral,Administrativa,Dlouhodobý úkol #9961: Stínové zástupcování,3.0,,2018-07-20
359,zastupitelstvo hl. m. Prahy,Vít Šimral,Administrativa,Dlouhodobý úkol #9961: Stínové zástupcování,10.0,,2018-07-19
434,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,9.0,,2018-07-17
463,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,9.0,,2018-07-16
600,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,8.0,,2018-07-11
666,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,5.0,,2018-07-09
701,zastupitelstvo hl. m. Prahy,Vít Šimral,Školení a sebevzdělávání,Dlouhodobý úkol #9961: Stínové zástupcování,6.5,,2018-07-06
734,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,4.0,,2018-07-04
750,zastupitelstvo hl. m. Prahy,Vít Šimral,Schůzky,Dlouhodobý úkol #9961: Stínové zástupcování,10.0,,2018-07-03
799,zastupitelstvo hl. m. Prahy,Vít Šimral,E-mail,Dlouhodobý úkol #9961: Stínové zástupcování,2.5,,2018-07-01
