,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
3,mediální odbor,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #5010: Volební štáb 2017,1.0,,2017-02-28
91,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,0.5,,2017-02-27
92,mediální odbor,Mikuláš Ferjenčík,Příprava dokumentu,Dlouhodobý úkol #5010: Volební štáb 2017,1.0,,2017-02-27
162,mediální odbor,Mikuláš Ferjenčík,Příprava dokumentu,Dlouhodobý úkol #5010: Volební štáb 2017,3.0,,2017-02-26
217,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #5010: Volební štáb 2017,5.5,,2017-02-25
257,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,1.5,,2017-02-24
301,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,0.5,,2017-02-23
306,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,0.4,,2017-02-23
625,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,4.5,,2017-02-17
666,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,0.5,,2017-02-16
701,mediální odbor,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #2817: Organizace a administrativa,0.33,,2017-02-15
702,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,1.25,,2017-02-15
794,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,1.0,,2017-02-13
873,mediální odbor,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #5010: Volební štáb 2017,8.5,,2017-02-11
921,mediální odbor,Mikuláš Ferjenčík,Příprava dokumentu,Dlouhodobý úkol #5010: Volební štáb 2017,0.5,,2017-02-10
922,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,1.0,,2017-02-10
964,mediální odbor,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #5010: Volební štáb 2017,1.0,,2017-02-09
1006,mediální odbor,Mikuláš Ferjenčík,Příprava dokumentu,Dlouhodobý úkol #5010: Volební štáb 2017,3.5,,2017-02-08
1055,mediální odbor,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #5010: Volební štáb 2017,3.0,,2017-02-07
1116,mediální odbor,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #5010: Volební štáb 2017,3.0,,2017-02-06
1202,mediální odbor,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #5010: Volební štáb 2017,2.0,,2017-02-04
1233,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,1.0,,2017-02-03
1270,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #4514: Mediální výstupy celostátní,0.5,,2017-02-02
1272,mediální odbor,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #5010: Volební štáb 2017,2.0,,2017-02-02
1299,mediální odbor,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #5010: Volební štáb 2017,4.0,,2017-02-01
