,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
4,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-11-30
5,právní tým,Jakub Michálek,Studium podkladů,Úkol #3961: Provedení koncepce právního týmu,2.0,,2016-11-30
6,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #3639: Kauza Škodův palác - předražený pronájem,2.5,,2016-11-30
39,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #651: Kauza Veolia,1.5,,2016-11-29
40,mediální odbor,Jakub Michálek,Schůzky,Úkol #2635: Videotým - zahájení týdenního vysílání,2.0,,2016-11-29
41,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Programový cíl #112: Jednotný systém parkování,1.5,,2016-11-29
42,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #1863: Změny územního plánu v kauze Březina,1.0,,2016-11-29
43,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Schůzka #4513: Magdalena Švejnarová - pozemky Hloubětín,1.5,,2016-11-29
44,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Schůzka #4513: Magdalena Švejnarová - pozemky Hloubětín,3.5,,2016-11-29
76,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #651: Kauza Veolia,0.75,,2016-11-28
77,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.75,,2016-11-28
78,finanční odbor,Jakub Michálek,Studium podkladů,Úkol #4156: Záměr: Platební brána,1.3,,2016-11-28
79,republikové předsednictvo,Jakub Michálek,Administrativa,Dlouhodobý úkol #4357: Schůzování republikového předsednictva,1.5,,2016-11-28
113,finanční odbor,Jakub Michálek,Příprava dokumentu,Úkol #3461: Rozpočet 2017,10.0,,2016-11-26
118,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.66,,2016-11-25
119,parlamentní tým,Jakub Michálek,Studium podkladů,Podání #4344: Asistent Renaty Chmelové - výběrové řízení,2.0,,2016-11-25
120,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4406: Zasedání zastupitelstva dne 24. 11. 2016,1.0,,2016-11-25
121,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4406: Zasedání zastupitelstva dne 24. 11. 2016,5.0,a) účast na zasedání Zastupitelstva,2016-11-25
140,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4406: Zasedání zastupitelstva dne 24. 11. 2016,8.0,a) účast na zasedání Zastupitelstva,2016-11-24
162,parlamentní tým,Jakub Michálek,Příprava dokumentu,Úkol #2607: Autorský zákon - velká novela 2016,5.66,,2016-11-23
163,právní tým,Jakub Michálek,Studium podkladů,Úkol #4343: Výběrové řízení - spolupracující advokátní kancelář,1.0,,2016-11-23
164,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.8,,2016-11-23
165,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #4406: Zasedání zastupitelstva dne 24. 11. 2016,2.0,,2016-11-23
166,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,1.0,,2016-11-23
192,Praha,Jakub Michálek,Příprava dokumentu,"Dlouhodobý úkol #2643: Seznam týmů, projektů a městských částí",0.75,,2016-11-22
193,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #2524: Strategické plánování činnosti klubu,0.5,,2016-11-22
194,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #4407: Rozpočet hl. m. Prahy 2017,0.5,,2016-11-22
195,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.65,,2016-11-22
196,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Dlouhodobý úkol #310: Pirátské úterky,2.0,,2016-11-22
197,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Dlouhodobý úkol #214: Zjistit a zveřejnit genezi Opencard a potrestat viníky,3.0,,2016-11-22
235,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Dlouhodobý úkol #310: Pirátské úterky,2.0,,2016-11-21
236,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #3639: Kauza Škodův palác - předražený pronájem,1.66,,2016-11-21
237,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #802: Finanční výbor,2.0,c) účast na jednání výborů Zastupitelstva,2016-11-21
238,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #4407: Rozpočet hl. m. Prahy 2017,1.25,,2016-11-21
239,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #4352: Jednání klubu 2016a,2.75,,2016-11-21
261,finanční odbor,Jakub Michálek,Vývoj software,Úkol #2968: Výsledky hospodaření 2015,3.0,,2016-11-20
271,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-11-19
272,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #4406: Zasedání zastupitelstva dne 24. 11. 2016,3.0,,2016-11-19
