,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
2,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Studium podkladů,Úkol #13575: Zasedání zastupitelstva 6. 9. 2018,5.0,,2018-08-31
21,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Jednání,Naše žádost #13039: Žádost o informace – Prodloužení chodníku ulice Pod Markétou Praha 22 – Hájek u Uhříněvsi ,2.0,,2018-08-31
146,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Studium podkladů,Dlouhodobý úkol #184: Rada hl. m. Prahy (RHMP),2.0,,2018-08-28
188,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Studium podkladů,Dlouhodobý úkol #184: Rada hl. m. Prahy (RHMP),1.0,,2018-08-27
234,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Studium podkladů,Dlouhodobý úkol #184: Rada hl. m. Prahy (RHMP),2.0,,2018-08-25
619,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Příprava dokumentu,Naše žádost #9501: Podněty k cyklistické dopravě,2.0,,2018-08-14
651,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,E-mail,Naše žádost #13039: Žádost o informace – Prodloužení chodníku ulice Pod Markétou Praha 22 – Hájek u Uhříněvsi ,0.15,,2018-08-12
652,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,E-mail,Naše žádost #13038: Žádost o informace – Kácení porostů pro stavbu chodníku Hájek–Podkova,0.15,,2018-08-12
671,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,E-mail,Naše žádost #13038: Žádost o informace – Kácení porostů pro stavbu chodníku Hájek–Podkova,1.0,,2018-08-10
672,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Příprava dokumentu,Naše žádost #12985: Žádost o informace – Geologický posudek pro cestu Hájek-Podkova,0.15,,2018-08-10
716,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,"Foto, video a grafika",Naše žádost #12930: Žádost o informace – oprava cyklostezky na Praze 22,3.0,,2018-08-09
830,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,Studium podkladů,Dlouhodobý úkol #184: Rada hl. m. Prahy (RHMP),2.0,,2018-08-06
831,zastupitelstvo hl. m. Prahy,Ondřej Kallasch,E-mail,Naše žádost #12930: Žádost o informace – oprava cyklostezky na Praze 22,0.15,,2018-08-06
