,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
0,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,1.5,,2016-10-31
1,mediální odbor,Mikuláš Ferjenčík,Administrativa,Úkol #4246: Cannafest,0.5,,2016-10-31
2,analytický tým,Mikuláš Ferjenčík,Studium podkladů,Úkol #4111: Krajské volby - analýza výsledků,0.33,,2016-10-31
3,mediální odbor,Mikuláš Ferjenčík,Sociální sítě,Úkol #2831: Celostátní medializace Pirátských témat,0.75,,2016-10-31
4,mediální odbor,Mikuláš Ferjenčík,Diskuse,Dlouhodobý úkol #2817: Organizace a administrativa,0.33,,2016-10-31
5,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #2590: Jednání klubu 2016,1.33,,2016-10-31
47,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Úkol #2831: Celostátní medializace Pirátských témat,2.0,,2016-10-30
54,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Úkol #2831: Celostátní medializace Pirátských témat,2.33,,2016-10-29
55,mediální odbor,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #2817: Organizace a administrativa,0.75,,2016-10-29
62,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,2.0,,2016-10-28
71,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2016-10-27
72,mediální odbor,Mikuláš Ferjenčík,Mediální výstupy,Úkol #2831: Celostátní medializace Pirátských témat,0.5,,2016-10-27
87,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-10-26
88,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Telefon,Dlouhodobý úkol #686: Šíření informací a sdílení zkušeností,0.33,,2016-10-26
