,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
6,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.5,,2017-08-31
90,zastupitelstvo hl. m. Prahy,Ondřej Profant,Přednáška a popularizace,Dlouhodobý úkol #4313: Tématické IT konference,4.5,,2017-08-29
91,zastupitelstvo hl. m. Prahy,Ondřej Profant,Fyzické práce,Úkol #6613: Pomoc s pražskou kampaní do PSP 2017 (kampaň),3.0,,2017-08-29
199,zastupitelstvo hl. m. Prahy,Ondřej Profant,Fyzické práce,Úkol #6613: Pomoc s pražskou kampaní do PSP 2017 (kampaň),3.0,,2017-08-24
229,zastupitelstvo hl. m. Prahy,Ondřej Profant,Fyzické práce,Úkol #6613: Pomoc s pražskou kampaní do PSP 2017 (kampaň),3.0,,2017-08-23
230,zastupitelstvo hl. m. Prahy,Ondřej Profant,Mediální výstupy,Dlouhodobý úkol #1853: Mediální výstupy ohledně ICT,1.0,,2017-08-23
231,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Schůzka #7542: Schůzka s Martin  Nečánský,1.0,,2017-08-23
259,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-08-22
261,zastupitelstvo hl. m. Prahy,Ondřej Profant,Jednání,Dlouhodobý úkol #3271: Výbor a komise pro Smart City (cities),1.0,d) účast na jednání komisí Rady,2017-08-22
262,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Dlouhodobý úkol #3271: Výbor a komise pro Smart City (cities),2.0,,2017-08-22
263,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Dlouhodobý úkol #1853: Mediální výstupy ohledně ICT,2.0,,2017-08-22
287,zastupitelstvo hl. m. Prahy,Ondřej Profant,Mediální výstupy,Dlouhodobý úkol #1853: Mediální výstupy ohledně ICT,1.5,,2017-08-21
288,zastupitelstvo hl. m. Prahy,Ondřej Profant,Příprava dokumentu,Dlouhodobý úkol #3271: Výbor a komise pro Smart City (cities),1.0,,2017-08-21
289,zastupitelstvo hl. m. Prahy,Ondřej Profant,Jednání,Úkol #4830: Jednání klubu v roce 2017,3.0,,2017-08-21
315,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Úkol #6613: Pomoc s pražskou kampaní do PSP 2017 (kampaň),0.5,,2017-08-20
376,zastupitelstvo hl. m. Prahy,Ondřej Profant,Telefon,Dlouhodobý úkol #3271: Výbor a komise pro Smart City (cities),0.5,,2017-08-16
404,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Schůzka #7541: Schůzka s Marek Zděradička,1.5,,2017-08-15
407,zastupitelstvo hl. m. Prahy,Ondřej Profant,Mediální výstupy,Dlouhodobý úkol #1853: Mediální výstupy ohledně ICT,0.5,,2017-08-15
427,zastupitelstvo hl. m. Prahy,Ondřej Profant,Mediální výstupy,Dlouhodobý úkol #1853: Mediální výstupy ohledně ICT,3.5,,2017-08-14
430,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2017-08-14
496,zastupitelstvo hl. m. Prahy,Ondřej Profant,Cesta,Schůzka #7195: Schůzka s Jiří Zámek,0.5,,2017-08-10
497,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Schůzka #7195: Schůzka s Jiří Zámek,1.5,,2017-08-10
502,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-08-09
570,zastupitelstvo hl. m. Prahy,Ondřej Profant,Příprava dokumentu,Úkol #5665: Datová platforma,1.0,,2017-08-07
571,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Dlouhodobý úkol #2614: Doprava,1.0,,2017-08-07
598,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Úkol #1992: Vyhláška o omezení pohybu psů,0.5,,2017-08-04
599,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2017-08-04
639,Pražská kampaň - sněmovní volby 2017,Ondřej Profant,Fyzické práce,Úkol #6195: Zorganizovat krajské focení,2.5,,2017-08-02
640,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Schůzka #5203: Schůzka s Ondřej Brom,1.0,,2017-08-02
664,zastupitelstvo hl. m. Prahy,Ondřej Profant,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,2.75,,2017-08-02
676,zastupitelstvo hl. m. Prahy,Ondřej Profant,Cesta,Schůzka #7113: Schůzka s František Vosecký,0.5,,2017-08-01
677,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Schůzka #7113: Schůzka s František Vosecký,1.5,,2017-08-01
681,Pražská kampaň - sněmovní volby 2017,Ondřej Profant,Příprava dokumentu,Úkol #7057: dořešit schválení kandidátů na kraji  20 - 36 místo,1.0,,2017-08-01
