,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
71,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.75,,2017-01-30
72,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Úkol #4830: Jednání klubu v roce 2017,2.0,,2017-01-30
73,Praha,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #1978: Rozpočtování peněz,3.5,,2017-01-30
74,mediální odbor,Jakub Michálek,Diskuse,Úkol #4156: Záměr: Platební brána,4.83,,2017-01-30
75,mediální odbor,Jakub Michálek,Příprava dokumentu,Úkol #2635: Videotým - zahájení týdenního vysílání,2.0,,2017-01-30
129,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #237: Spisová služba,1.5,,2017-01-29
228,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #429: Zasedání zastupitelstva,10.5,a) účast na zasedání Zastupitelstva,2017-01-26
229,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Dlouhodobý úkol #429: Zasedání zastupitelstva,0.5,,2017-01-26
269,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #237: Spisová služba,0.5,,2017-01-25
270,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #429: Zasedání zastupitelstva,4.5,,2017-01-25
271,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #429: Zasedání zastupitelstva,2.0,,2017-01-25
326,zastupitelstvo hl. m. Prahy,Jakub Michálek,Přednáška a popularizace,Dlouhodobý úkol #310: Pirátské úterky,2.0,,2017-01-24
327,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #5051: Vánoční a velikonoční trhy - Taiko,1.58,,2017-01-24
328,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Programový cíl #113: Alternativní způsoby dopravy,3.25,,2017-01-24
329,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #429: Zasedání zastupitelstva,1.0,,2017-01-24
330,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,0.75,,2017-01-24
331,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Dlouhodobý úkol #5051: Vánoční a velikonoční trhy - Taiko,0.75,,2017-01-24
378,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Naše žádost #3720: Příliš výhodné byty pro podnikatele,4.5,,2017-01-23
379,mediální odbor,Jakub Michálek,Jednání,"Úkol #3387: Propagační předměty - návrh dlouhodobého řešení výroby, nákupu a distribuce",0.58,,2017-01-23
380,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Dlouhodobý úkol #802: Finanční výbor,1.5,,2017-01-23
381,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #802: Finanční výbor,2.5,c) účast na jednání výborů Zastupitelstva,2017-01-23
382,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Naše žádost #5052: Dotaz - obvinění ze střetu zájmů,1.25,,2017-01-23
478,technický odbor,Jakub Michálek,Diskuse,Úkol #3382: Webařský tým - celostátní web,0.75,,2017-01-19
479,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Naše žádost #4954: Předvolání – přestupek proti občanskému soužití za „Placeného provokatéra“,3.0,,2017-01-19
480,zastupitelstvo hl. m. Prahy,Jakub Michálek,Telefon,Dlouhodobý úkol #5051: Vánoční a velikonoční trhy - Taiko,0.25,,2017-01-19
481,mediální odbor,Jakub Michálek,Schůzky,Úkol #2635: Videotým - zahájení týdenního vysílání,2.25,,2017-01-19
482,zastupitelstvo hl. m. Prahy,Jakub Michálek,Cesta,Programový cíl #279: Kontakt s občany,2.25,,2017-01-19
483,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Naše žádost #5052: Dotaz - obvinění ze střetu zájmů,1.25,,2017-01-19
484,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #658: Administrativa,0.25,,2017-01-19
518,parlamentní tým,Jakub Michálek,Studium podkladů,Úkol #3884: Klausova amnestie - žádost o informace,0.66,,2017-01-18
519,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Naše žádost #4954: Předvolání – přestupek proti občanskému soužití za „Placeného provokatéra“,2.0,,2017-01-18
520,právní tým,Jakub Michálek,Schůzky,Úkol #4343: Výběrové řízení - spolupracující advokátní kancelář,0.5,,2017-01-18
521,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #797: Kontrolní výbor,1.0,,2017-01-18
522,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #797: Kontrolní výbor,2.5,c) účast na jednání výborů Zastupitelstva,2017-01-18
558,zastupitelstvo hl. m. Prahy,Jakub Michálek,Vývoj software,Úkol #2099: Výkaz odměn zastupitele,2.0,,2017-01-17
559,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #165: Mediální výstupy,3.0,,2017-01-17
560,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.75,,2017-01-17
561,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2017-01-17
562,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-17
563,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #1465: Účetnictví klubu a zveřejňování odměn,3.25,,2017-01-17
625,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #429: Zasedání zastupitelstva,0.92,,2017-01-16
626,zastupitelstvo hl. m. Prahy,Jakub Michálek,Školení a sebevzdělávání,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,1.33,,2017-01-16
627,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Naše žádost #4954: Předvolání – přestupek proti občanskému soužití za „Placeného provokatéra“,1.92,,2017-01-16
628,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Úkol #4830: Jednání klubu v roce 2017,1.25,,2017-01-16
629,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Programový cíl #113: Alternativní způsoby dopravy,2.08,,2017-01-16
660,zastupitelstvo hl. m. Prahy,Jakub Michálek,Cesta,Dlouhodobý úkol #1996: Přenášení zkušeností do strany,2.5,,2017-01-15
661,zastupitelstvo hl. m. Prahy,Jakub Michálek,Cesta,Dlouhodobý úkol #1996: Přenášení zkušeností do strany,2.6,,2017-01-15
689,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4376: Úspěch ve sněmovních volbách 2017,7.0,,2017-01-14
721,zastupitelstvo hl. m. Prahy,Jakub Michálek,Školení a sebevzdělávání,Dlouhodobý úkol #693: Sebevzdělávání,3.0,,2017-01-13
722,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.75,,2017-01-13
754,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #3209: Výbor pro evropské fondy,0.25,,2017-01-12
755,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-12
756,mediální odbor,Jakub Michálek,Schůzky,Úkol #2635: Videotým - zahájení týdenního vysílání,2.17,,2017-01-12
757,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Schůzka #5124: Schůzka o Rekolech a zakázce DPP na bikesharing,1.5,,2017-01-12
758,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #3209: Výbor pro evropské fondy,0.83,c) účast na jednání výborů Zastupitelstva,2017-01-12
793,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Naše žádost #1405: Žádost SMS jízdenky z DPMLJ,1.25,,2017-01-11
794,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2017-01-11
795,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2017-01-11
796,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Programový cíl #279: Kontakt s občany,2.0,,2017-01-11
