,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
7,technický odbor,Ondřej Profant,Vývoj software,Úkol #3381: Webařský tým - krajský rozcestník a weby,2.5,,2016-08-31
8,technický odbor,Ondřej Profant,Vývoj software,Úkol #3382: Webařský tým - celostátní web,2.0,,2016-08-31
9,Praha,Ondřej Profant,Diskuse,Dlouhodobý úkol #2575: Schůze krajského předsednictva,0.75,,2016-08-31
10,zastupitelstvo hl. m. Prahy,Ondřej Profant,Jednání,Úkol #3584: Rozvoj otevřených měst,2.5,,2016-08-31
41,mediální odbor,Ondřej Profant,Příprava dokumentu,Úkol #3398: Pirátské listy - krajské volby,1.5,,2016-08-30
42,zastupitelstvo hl. m. Prahy,Ondřej Profant,Přednáška a popularizace,Dlouhodobý úkol #2612: Zastupitelská úterý za rok 2016,0.5,,2016-08-30
43,zastupitelstvo hl. m. Prahy,Ondřej Profant,Telefon,Dlouhodobý úkol #224: Současné IT na magistrátu,0.25,,2016-08-30
54,technický odbor,Ondřej Profant,Studium podkladů,Úkol #3381: Webařský tým - krajský rozcestník a weby,0.5,,2016-08-30
55,zastupitelstvo hl. m. Prahy,Ondřej Profant,Cesta,"Úkol #2707: Městský radiový systém (MRS, TETRA)",0.5,,2016-08-30
56,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,"Úkol #2707: Městský radiový systém (MRS, TETRA)",1.5,,2016-08-30
57,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Úkol #3269: Rozvoj celopražských otevřených dat (opendat),1.0,,2016-08-30
58,technický odbor,Ondřej Profant,Administrativa,Úkol #3382: Webařský tým - celostátní web,1.0,,2016-08-30
59,technický odbor,Ondřej Profant,Administrativa,Úkol #3381: Webařský tým - krajský rozcestník a weby,0.5,,2016-08-30
61,technický odbor,Ondřej Profant,Administrativa,Dlouhodobý úkol #3504: Vedení technického odboru (TO),0.5,,2016-08-29
62,technický odbor,Ondřej Profant,E-mail,"Úkol #3583: Převedení grafického návrhu webu Pirátů do HTML, CSS a JS",0.3,,2016-08-29
63,zastupitelstvo hl. m. Prahy,Ondřej Profant,Telefon,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,0.4,,2016-08-29
64,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.75,,2016-08-29
65,technický odbor,Ondřej Profant,Vývoj software,Úkol #3381: Webařský tým - krajský rozcestník a weby,1.5,,2016-08-29
80,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Dlouhodobý úkol #224: Současné IT na magistrátu,2.0,,2016-08-28
86,technický odbor,Ondřej Profant,Vývoj software,Úkol #3381: Webařský tým - krajský rozcestník a weby,1.5,,2016-08-28
90,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Podání #2287: Nevyhovující stav veřejné desky MHMP,1.25,,2016-08-27
103,Městské části Prahy,Ondřej Profant,Schůzky,Dlouhodobý úkol #3807: Praha 11,0.75,,2016-08-26
104,zastupitelstvo hl. m. Prahy,Ondřej Profant,Studium podkladů,Úkol #3584: Rozvoj otevřených měst,1.5,,2016-08-26
105,technický odbor,Ondřej Profant,E-mail,Úkol #2906: dokončení konfigurace mailserveru (kvasir),0.4,,2016-08-26
106,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-08-26
107,technický odbor,Ondřej Profant,Diskuse,"Úkol #3583: Převedení grafického návrhu webu Pirátů do HTML, CSS a JS",0.4,,2016-08-26
108,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Schůzka #3597: Schůzka s Petrem Dolínkem k dopravním otázkám,1.0,,2016-08-26
139,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-08-25
140,technický odbor,Ondřej Profant,Administrativa,Dlouhodobý úkol #3504: Vedení technického odboru (TO),1.0,,2016-08-25
141,zastupitelstvo hl. m. Prahy,Ondřej Profant,Diskuse,Úkol #3269: Rozvoj celopražských otevřených dat (opendat),2.5,,2016-08-25
155,zastupitelstvo hl. m. Prahy,Ondřej Profant,Telefon,Dlouhodobý úkol #225: ICT,0.5,,2016-08-25
156,technický odbor,Ondřej Profant,Vývoj software,Dlouhodobý úkol #3277: Jekyll weby,1.5,,2016-08-25
174,zastupitelstvo hl. m. Prahy,Ondřej Profant,Diskuse,Úkol #3592: Konzultace k tisku na mimořádné zastupitelstvo k silnici 511,1.0,,2016-08-24
183,technický odbor,Ondřej Profant,Příprava dokumentu,"Úkol #3583: Převedení grafického návrhu webu Pirátů do HTML, CSS a JS",0.75,,2016-08-24
184,Městské části Prahy,Ondřej Profant,Telefon,Úkol #1380: Web Prahy 7,0.3,,2016-08-24
185,Praha,Ondřej Profant,Administrativa,Dlouhodobý úkol #1842: Schůze krajského fóra,0.75,,2016-08-24
187,zastupitelstvo hl. m. Prahy,Ondřej Profant,Příprava dokumentu,Úkol #3584: Rozvoj otevřených měst,0.5,,2016-08-24
188,zastupitelstvo hl. m. Prahy,Ondřej Profant,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-08-24
189,zastupitelstvo hl. m. Prahy,Ondřej Profant,Schůzky,Úkol #3269: Rozvoj celopražských otevřených dat (opendat),1.0,"ch) jednání z pověření­ komise Rady, výboru Zastupitelstva nebo uvolněného člena Zastupitelstva",2016-08-24
