,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
0,zastupitelstvo hl. m. Prahy,Jakub Michálek,Přednáška a popularizace,Dlouhodobý úkol #310: Pirátské úterky,1.5,,2017-02-28
1,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-02-28
2,zastupitelstvo hl. m. Prahy,Jakub Michálek,Cesta,Dlouhodobý úkol #310: Pirátské úterky,0.5,,2017-02-28
3,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Programový cíl #279: Kontakt s občany,2.0,,2017-02-28
4,parlamentní tým,Jakub Michálek,Studium podkladů,Úkol #2607: Autorský zákon - velká novela 2016,1.5,,2017-02-28
5,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #5684: Sdílená ekonomika,1.0,,2017-02-28
6,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Úkol #5684: Sdílená ekonomika,0.83,,2017-02-28
83,parlamentní tým,Jakub Michálek,Příprava dokumentu,Úkol #2607: Autorský zákon - velká novela 2016,3.0,,2017-02-27
84,Praha,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #1978: Rozpočtování peněz,0.83,,2017-02-27
85,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4830: Jednání klubu v roce 2017,1.25,,2017-02-27
281,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #429: Zasedání zastupitelstva,0.6,,2017-02-23
282,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #429: Zasedání zastupitelstva,8.25,a) účast na zasedání Zastupitelstva,2017-02-23
350,mediální odbor,Jakub Michálek,Schůzky,Úkol #2635: Videotým - zahájení týdenního vysílání,1.5,,2017-02-22
351,právní tým,Jakub Michálek,Příprava dokumentu,Úkol #5145: Objednávka dle rámcové smlouvy - e-shop a platební brána,0.5,,2017-02-22
352,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #693: Sebevzdělávání,1.0,,2017-02-22
353,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,1.67,,2017-02-22
354,mediální odbor,Jakub Michálek,Schůzky,Úkol #4156: Záměr: Platební brána,2.0,,2017-02-22
355,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,0.5,,2017-02-22
400,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Úkol #5683: Pirátský kodex,3.0,,2017-02-21
401,mediální odbor,Jakub Michálek,Schůzky,Úkol #4156: Záměr: Platební brána,2.0,,2017-02-21
402,parlamentní tým,Jakub Michálek,Schůzky,Úkol #2619: Ustavit senátorský klub,1.0,,2017-02-21
403,parlamentní tým,Jakub Michálek,Jednání,Úkol #2607: Autorský zákon - velká novela 2016,3.0,,2017-02-21
524,mediální odbor,Jakub Michálek,Mediální výstupy,Úkol #2635: Videotým - zahájení týdenního vysílání,2.5,,2017-02-19
566,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Úkol #151: Návrh usnesení o zveřejňování smluv,1.0,,2017-02-18
567,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Úkol #4376: Úspěch ve sněmovních volbách 2017,3.5,,2017-02-18
568,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Úkol #4376: Úspěch ve sněmovních volbách 2017,2.0,,2017-02-18
569,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #237: Spisová služba,0.5,,2017-02-18
570,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-02-18
595,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #693: Sebevzdělávání,1.5,,2017-02-17
633,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Dlouhodobý úkol #802: Finanční výbor,0.75,,2017-02-16
634,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Úkol #4376: Úspěch ve sněmovních volbách 2017,1.75,,2017-02-16
635,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Podání #2967: Výše nájmu v bytech,1.0,c) účast na jednání výborů Zastupitelstva,2017-02-16
665,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),5.0,,2017-02-15
666,finanční odbor,Jakub Michálek,Schůzky,Úkol #5295: Novelizace vyhlášek FO,2.75,,2017-02-15
667,zastupitelstvo hl. m. Prahy,Jakub Michálek,Návrh software,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),3.5,,2017-02-15
668,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #797: Kontrolní výbor,0.4,,2017-02-15
669,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #797: Kontrolní výbor,2.5,c) účast na jednání výborů Zastupitelstva,2017-02-15
715,zastupitelstvo hl. m. Prahy,Jakub Michálek,Návrh software,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),8.0,,2017-02-14
753,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.58,,2017-02-13
754,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Úkol #4376: Úspěch ve sněmovních volbách 2017,1.0,,2017-02-13
755,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #1974: Správa technických systémů klubu,0.67,,2017-02-13
756,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Úkol #4376: Úspěch ve sněmovních volbách 2017,1.33,,2017-02-13
757,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4830: Jednání klubu v roce 2017,1.0,,2017-02-13
758,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4830: Jednání klubu v roce 2017,2.17,,2017-02-13
798,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-02-12
799,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,1.0,,2017-02-12
876,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),1.7,,2017-02-10
877,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #597: E-mailová komunikace,1.42,,2017-02-10
878,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Dlouhodobý úkol #1973: Vedení zastupitelského klubu,0.5,,2017-02-10
879,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #237: Spisová služba,0.5,,2017-02-10
880,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-02-10
881,právní tým,Jakub Michálek,Příprava dokumentu,Úkol #5145: Objednávka dle rámcové smlouvy - e-shop a platební brána,0.75,,2017-02-10
882,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-02-10
883,zastupitelstvo hl. m. Prahy,Jakub Michálek,Návrh software,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),1.0,,2017-02-10
884,zastupitelstvo hl. m. Prahy,Jakub Michálek,Cesta,Dlouhodobý úkol #5051: Vánoční a velikonoční trhy - Taiko,1.25,,2017-02-10
915,zastupitelstvo hl. m. Prahy,Jakub Michálek,Návrh software,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),4.0,,2017-02-09
916,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #5051: Vánoční a velikonoční trhy - Taiko,2.0,,2017-02-09
917,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Dlouhodobý úkol #3209: Výbor pro evropské fondy,0.58,c) účast na jednání výborů Zastupitelstva,2017-02-09
918,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Naše žádost #4584: Podnět ohledně Uberu v Praze - přestupky taxi,0.15,,2017-02-09
919,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #3209: Výbor pro evropské fondy,2.0,,2017-02-09
920,zastupitelstvo hl. m. Prahy,Jakub Michálek,Návrh software,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),2.75,,2017-02-09
956,mediální odbor,Jakub Michálek,Příprava dokumentu,Úkol #2635: Videotým - zahájení týdenního vysílání,2.68,,2017-02-08
957,zastupitelstvo hl. m. Prahy,Jakub Michálek,Příprava dokumentu,Dlouhodobý úkol #5051: Vánoční a velikonoční trhy - Taiko,2.5,,2017-02-08
958,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Naše žádost #3565: Podnět na DPP a ROPID - mapka v metru (S-linky),1.5,,2017-02-08
959,zastupitelstvo hl. m. Prahy,Jakub Michálek,Diskuse,Dlouhodobý úkol #1972: Vedení kanceláře zastupitelského klubu,0.5,,2017-02-08
1004,parlamentní tým,Jakub Michálek,Schůzky,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),1.0,,2017-02-07
1005,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Podání #3883: Tichovský - pronájmy nemovitostí a tržních míst,1.5,,2017-02-07
1061,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Naše žádost #4954: Předvolání – přestupek proti občanskému soužití za „Placeného provokatéra“,3.0,,2017-02-06
1062,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Naše žádost #4954: Předvolání – přestupek proti občanskému soužití za „Placeného provokatéra“,1.5,,2017-02-06
1063,zastupitelstvo hl. m. Prahy,Jakub Michálek,Jednání,Úkol #4830: Jednání klubu v roce 2017,3.0,,2017-02-06
1118,republikové předsednictvo,Jakub Michálek,Studium podkladů,Podání #4617: Narizeni pouzivat Transferwise pro zahranicni neEURo platby,0.01,,2017-02-06
1119,zastupitelstvo hl. m. Prahy,Jakub Michálek,Vývoj software,Úkol #5517: Odměňování zastupitelů ze strany Pirátů (2017),4.0,,2017-02-05
1120,zastupitelstvo hl. m. Prahy,Jakub Michálek,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-02-05
1121,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,1.0,,2017-02-05
1122,zastupitelstvo hl. m. Prahy,Jakub Michálek,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,2.5,,2017-02-05
1123,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #165: Mediální výstupy,1.75,,2017-02-05
1146,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #165: Mediální výstupy,2.5,,2017-02-04
1147,zastupitelstvo hl. m. Prahy,Jakub Michálek,Studium podkladů,Dlouhodobý úkol #165: Mediální výstupy,2.0,,2017-02-04
1175,zastupitelstvo hl. m. Prahy,Jakub Michálek,Schůzky,Schůzka #646: Schůzka s Hanou Marvanovou,1.5,,2017-02-03
1237,zastupitelstvo hl. m. Prahy,Jakub Michálek,Administrativa,Dlouhodobý úkol #237: Spisová služba,0.5,,2017-02-01
