,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
72,parlamentní tým,Vít Šimral,Schůzky,Úkol #3629: Koncepce fundraisingu ,1.5,,2016-08-29
77,parlamentní tým,Vít Šimral,Schůzky,Úkol #3629: Koncepce fundraisingu ,2.5,,2016-08-29
85,parlamentní tým,Vít Šimral,Administrativa,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),1.0,,2016-08-28
186,parlamentní tým,Vít Šimral,Jednání,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),4.5,,2016-08-24
207,parlamentní tým,Vít Šimral,Schůzky,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),2.0,,2016-08-23
208,parlamentní tým,Vít Šimral,Schůzky,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),2.0,,2016-08-23
209,parlamentní tým,Vít Šimral,Mediální výstupy,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),1.0,,2016-08-23
244,parlamentní tým,Vít Šimral,Příprava dokumentu,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),2.0,,2016-08-22
245,parlamentní tým,Vít Šimral,Schůzky,Úkol #3629: Koncepce fundraisingu ,2.5,,2016-08-22
263,parlamentní tým,Vít Šimral,Příprava dokumentu,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),1.5,,2016-08-20
265,parlamentní tým,Vít Šimral,Administrativa,Úkol #3652: Trafiky,1.0,,2016-08-20
275,parlamentní tým,Vít Šimral,Příprava dokumentu,Úkol #3650: Medializace LM - spotr. uver a pol. institut,1.5,,2016-08-19
285,parlamentní tým,Vít Šimral,Studium podkladů,Úkol #3652: Trafiky,1.5,,2016-08-18
286,parlamentní tým,Vít Šimral,Příprava dokumentu,Úkol #3629: Koncepce fundraisingu ,1.0,,2016-08-18
287,parlamentní tým,Vít Šimral,Příprava dokumentu,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),4.5,,2016-08-18
292,parlamentní tým,Vít Šimral,Jednání,Dlouhodobý úkol #3454: Asistence senátoru Liboru Michálkovi (asistent senátora Vít Šimral),4.0,,2016-08-17
293,parlamentní tým,Vít Šimral,Schůzky,Úkol #3650: Medializace LM - spotr. uver a pol. institut,2.0,,2016-08-17
317,parlamentní tým,Vít Šimral,Schůzky,Úkol #3629: Koncepce fundraisingu ,1.5,,2016-08-16
318,parlamentní tým,Vít Šimral,Příprava dokumentu,Úkol #2828: Pozměňovací návrhy k novele zákona o financování politických stran,1.5,,2016-08-16
319,parlamentní tým,Vít Šimral,Příprava dokumentu,Úkol #3649: Dokončit wiki parl. týmu,1.0,,2016-08-16
320,parlamentní tým,Vít Šimral,Příprava dokumentu,Úkol #3650: Medializace LM - spotr. uver a pol. institut,2.5,,2016-08-16
