,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
67,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #3271: Výbor a komise pro Smart City (cities),0.5,,2017-01-30
68,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-30
70,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Úkol #4830: Jednání klubu v roce 2017,2.0,,2017-01-30
184,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Úkol #3590: Pirátská vize dopravního odbavení,0.33,,2017-01-27
185,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Sociální sítě,Úkol #4118: Sledovat pět priorit M. Stropnického,0.75,,2017-01-27
186,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Příprava dokumentu,Programový cíl #113: Alternativní způsoby dopravy,2.0,,2017-01-27
226,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Diskuse,Úkol #3589: účastnit se akce s ambasadory Rekonstrukce státu,1.0,,2017-01-26
227,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Úkol #4942: Zasedání zastupitelstva dne 26. 1. 2017,10.5,a) účast na zasedání Zastupitelstva,2017-01-26
266,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Programový cíl #112: Jednotný systém parkování,2.0,,2017-01-25
267,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.5,,2017-01-25
268,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Úkol #4942: Zasedání zastupitelstva dne 26. 1. 2017,1.0,,2017-01-25
319,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Sociální sítě,Úkol #4942: Zasedání zastupitelstva dne 26. 1. 2017,0.5,,2017-01-24
320,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,5.0,,2017-01-24
321,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,1.33,,2017-01-24
322,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Úkol #4942: Zasedání zastupitelstva dne 26. 1. 2017,0.75,,2017-01-24
323,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #310: Pirátské úterky,2.0,,2017-01-24
324,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Schůzky,Programový cíl #113: Alternativní způsoby dopravy,3.0,,2017-01-24
325,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Příprava dokumentu,Programový cíl #112: Jednotný systém parkování,2.5,,2017-01-24
375,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,1.0,,2017-01-23
376,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Úkol #4830: Jednání klubu v roce 2017,1.0,,2017-01-23
455,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-20
470,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,1.0,,2017-01-19
471,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,0.5,,2017-01-19
472,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Úkol #188: Sledování mediálních výstupů našich politických konkurentů,0.33,,2017-01-19
473,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.66,,2017-01-19
477,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2017-01-19
510,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,1.0,,2017-01-18
511,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,1.0,,2017-01-18
512,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,0.5,,2017-01-18
513,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-18
515,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.33,,2017-01-18
516,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #797: Kontrolní výbor,2.0,c) účast na jednání výborů Zastupitelstva,2017-01-18
553,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,"Dlouhodobý úkol #4382: Ginis, Gordic, Jes",0.5,,2017-01-17
555,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2017-01-17
556,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,"Dlouhodobý úkol #804: Výbor pro dopravu (doprava, dopravní)",3.0,c) účast na jednání výborů Zastupitelstva,2017-01-17
557,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Sociální sítě,"Dlouhodobý úkol #804: Výbor pro dopravu (doprava, dopravní)",1.0,,2017-01-17
618,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,1.0,,2017-01-16
619,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #3635: Dopravní podnik - seznámení se s fungováním a povšechná kontrola,0.5,,2017-01-16
620,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,1.5,,2017-01-16
623,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Příprava dokumentu,Programový cíl #113: Alternativní způsoby dopravy,2.0,,2017-01-16
624,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Úkol #4830: Jednání klubu v roce 2017,1.25,,2017-01-16
715,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Úkol #973: Zapojení stážistů do provozu kanceláře Zastupitelského klubu Pirátů,0.33,,2017-01-13
716,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,0.33,,2017-01-13
749,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-12
750,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,0.5,,2017-01-12
791,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2017-01-11
830,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #1025: Zasedání cyklokomise,3.0,,2017-01-10
