,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
15,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Telefon,Dlouhodobý úkol #658: Administrativa,1.5,,2018-02-28
116,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Jednání,Úkol #9518: Zasedání zastupitelstva 22. února 2018,13.0,a) účast na zasedání Zastupitelstva,2018-02-22
141,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Studium podkladů,Úkol #9518: Zasedání zastupitelstva 22. února 2018,7.0,,2018-02-21
167,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Studium podkladů,"Dlouhodobý úkol #804: Výbor pro dopravu (doprava, dopravní)",0.5,,2018-02-20
305,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Studium podkladů,"Dlouhodobý úkol #804: Výbor pro dopravu (doprava, dopravní)",1.0,,2018-02-12
383,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Schůzky,Schůzka #9446: Schůzka k Libeňskému mostu,2.0,,2018-02-07
384,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Schůzky,Schůzka #9445: Schůzka ohledně okruhu,2.5,,2018-02-07
457,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Jednání,Dlouhodobý úkol #9138: Jednání klubu 2018,1.4,,2018-02-02
461,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Schůzky,Schůzka #9446: Schůzka k Libeňskému mostu,0.5,,2018-02-02
462,zastupitelstvo hl. m. Prahy,Viktor Mahrik,Administrativa,Schůzka #9445: Schůzka ohledně okruhu,0.5,,2018-02-02
