,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
0,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Jednání,Dlouhodobý úkol #3209: Výbor pro evropské fondy,0.5,c) účast na jednání výborů Zastupitelstva,2018-05-31
1,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Jednání,Dlouhodobý úkol #8722: Úspěch v pražských komunálních volbách 2018,3.0,,2018-05-31
76,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Fyzické práce,Dlouhodobý úkol #8722: Úspěch v pražských komunálních volbách 2018,2.5,,2018-05-29
148,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Studium podkladů,Dlouhodobý úkol #3209: Výbor pro evropské fondy,2.0,,2018-05-27
162,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Administrativa,Dlouhodobý úkol #658: Administrativa,4.0,,2018-05-26
230,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Administrativa,Dlouhodobý úkol #597: E-mailová komunikace,1.5,,2018-05-24
310,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Fyzické práce,Dlouhodobý úkol #8722: Úspěch v pražských komunálních volbách 2018,3.0,,2018-05-22
367,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Jednání,Dlouhodobý úkol #8722: Úspěch v pražských komunálních volbách 2018,2.5,,2018-05-21
437,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.5,,2018-05-18
438,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Fyzické práce,Dlouhodobý úkol #8722: Úspěch v pražských komunálních volbách 2018,2.5,,2018-05-18
476,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Fyzické práce,Dlouhodobý úkol #8722: Úspěch v pražských komunálních volbách 2018,1.0,,2018-05-17
517,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Jednání,Úkol #11021: Zasedání zastupitelstva 17. 5. 2018,14.5,,2018-05-17
518,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2018-05-16
519,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Studium podkladů,Úkol #11021: Zasedání zastupitelstva 17. 5. 2018,2.5,,2018-05-16
566,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Administrativa,Dlouhodobý úkol #597: E-mailová komunikace,1.5,,2018-05-15
567,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Administrativa,Dlouhodobý úkol #658: Administrativa,2.0,,2018-05-15
757,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Administrativa,Dlouhodobý úkol #658: Administrativa,2.5,,2018-05-10
808,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.5,,2018-05-09
884,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,Administrativa,Dlouhodobý úkol #658: Administrativa,1.5,,2018-05-08
975,zastupitelstvo hl. m. Prahy,Ivan Mikoláš,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2018-05-04
